IDX,GR,MAB,MORF,CAT
40002023014,προφητων,3817,Sust/GA-Pl-Ms,(de) profetes/portaveus/intèrprets
40002023016,ναζωραιος,N383,Sust/N-Sn-Ms,Natzarè
40002023017,κληθησεται,2262,Verbo/F-Pas-Ind-3-Sn,serà anomenada/avisada/apel·lada
40003001003,ταις,3044,Art-Def/LID-Pl-Fn,(en/amb/per a/a) les/(els)
40003001005,εκειναις,1403,Pro-Dem/LID-Pl-Fn,(en/amb/per a/a) aquells
40003001006,παραγινεται,3305,Verbo/Pre-MedPasDep-Ind-3-Sn,s'està apropant
40003001007,ιωαννης,N264,Sust/N-Sn-Ms,Joan
40003001009,βαπτιστης,819,Sust/N-Sn-Ms,Baptista/(el) que submergeix
40003001010,κηρυσσων,2474,Verbo/Pre-Act-Par-N-Sn-Ms,predicant/proclamant
40003001013,ερημω,1862,Adj/LID-Sn-Fn,(en/amb/per a/a) desert
40003002003,μετανοειτε,2844,Verbo/Pre-Act-Imp-2-Pl,penediu-vos-en
40003002004,ηγγικεν,1294,Verbo/Per-Act-Ind-3-Sn,s'ha acostat
40003002007,βασιλεια,831,Sust/N-Sn-Fn,regne
40003002009,ουρανων,3227,Sust/GA-Pl-Ms,(de) cels
40003003001,ουτος,3231,Pro-Dem/N-Sn-Ms,aquesta
40003003005,ρηθεις,2663,Verbo/A-Pas-Par-N-Sn-Ms,paraula havent estat parlada
40003003007,ησαιου,N208,Sust/GA-Sn-Ms,(d’) Isaïes
40003003012,βοωντος,878,Verbo/Pre-Act-Par-GA-Sn-Ms,clamant
40003003016,ετοιμασατε,1893,Verbo/A-Act-Imp-2-Pl,prepareu
40003003018,οδον,3055,Sust/Ac-Sn-Fn,camí
40003003020,ευθειας,1920,Adj/Ac-Pl-Fn,justes/rectes
40003003021,ποιειτε,3596,Verbo/Pre-Act-Imp-2-Pl,feu/estigueu fent/(realitzant)
40003003022,τας,3044,Art-Def/Ac-Pl-Fn,les/(els)
40003003023,τριβους,4450,Sust/Ac-Pl-Fn,corriols
40003004005,ειχεν,1989,Verbo/I-Act-Ind-3-Sn,tenia/estava tenint
40003004007,ενδυμα,1563,Sust/Ac-Sn-Nt,vestimenta
40003004010,τριχων,2125,Sust/GA-Pl-Fn,(de) pèl
40003004011,καμηλου,2270,Sust/GA-Sn-Ms,(de) camell
40003004013,ζωνην,2012,Sust/Ac-Sn-Fn,cinturó
40003004014,δερματινην,1047,Adj/Ac-Sn-Fn,de cuir
40003004017,οσφυν,3204,Sust/Ac-Sn-Fn,lloms
40003004021,τροφη,4463,Sust/N-Sn-Fn,aliment
40003004024,ακριδες,171,Sust/N-Pl-Fn,llagostes
40003004026,μελι,2802,Sust/N-Sn-Nt,mel
40003004027,αγριον,57,Adj/N-Sn-Nt,silvestre/salvatge
40003005002,εξεπορευετο,1448,Verbo/I-MedPasDep-Ind-3-Sn,sortia/estava sortint
40003005004,αυτον,761,Pro-Per/Ac-Sn-Ms,ell
40003005009,ιουδαια,N243,Sust/N-Sn-Fn,Judea
40003005013,περιχωρος,3508,Adj/N-Sn-Fn,regió del voltant/contorn
40003005015,ιορδανου,N242,Sust/GA-Sn-Ms,(de) Jordà
40003006002,εβαπτιζοντο,816,Verbo/I-Pas-Ind-3-Pl,es batejaven/estaven sent submergits
40003006005,ιορδανη,N242,Sust/LID-Sn-Ms,(en/amb/per a/a) Jordà
40003006006,υπ,4550,Prep,per/sota/davall
40003006008,εξομολογουμενοι,1662,Verbo/Pre-Med-Par-N-Pl-Ms,confessant 
40003006010,αμαρτιας,233,Sust/Ac-Pl-Fn,pecats / (errors)
40003007003,πολλους,3619,Adj/Ac-Pl-Ms,molts
40003007005,φαρισαιων,N546,Sust/GA-Pl-Ms,(de) fariseus
40003007007,σαδδουκαιων,3917,Sust/GA-Pl-Ms,(de) saduceus
40003007008,ερχομενους,1874,Verbo/Pre-MedPasDep-Par-Ac-Pl-Ms,estant venint
40003007011,βαπτισμα,817,Sust/Ac-Sn-Nt,baptisme/immersió
40003007014,αυτοις,761,Pro-Per/LID-Pl-Ms,(en/amb/per a/a) ells
40003007015,γεννηματα,949,Sust/V-Pl-Nt,Nascuts/generació/(fruits)
40003007016,εχιδνων,1988,Sust/GA-Pl-Fn,(d’) escurçons
40003007017,τις,4413,Pro-Int/N-Sn-Ms,qui
40003007018,υπεδειξεν,4554,Verbo/A-Act-Ind-3-Sn,va mostrar
40003007019,υμιν,4107,Pro-Per/2-LID-Pl,(en/amb/per a/a) vostès
40003007020,φυγειν,4628,Verbo/A2-Act-Inf,a fugir
40003007023,μελλουσης,2803,Verbo/Pre-Act-Par-GA-Sn-Fn,estant per / estant a punt de
40003007024,οργης,3164,Sust/GA-Sn-Fn,(d’) ira/enuig/(còlera)?
40003008001,ποιησατε,3596,Verbo/A-Act-Imp-2-Pl,feu/realitzeu
40003008003,καρπον,2281,Sust/Ac-Sn-Ms,fruit
40003008004,αξιον,468,Adj/Ac-Sn-Ms,digne
40003008006,μετανοιας,2845,Sust/GA-Sn-Fn,(de) penediment
40003009003,δοξητε,1229,Verbo/A-Act-Sub-2-Pl,pensin
40003009004,λεγειν,2663,Verbo/Pre-Act-Inf,dir/estar dient
40003009006,εαυτοις,1287,,(en/amb/per a/a) vostès mateixos
40003009007,πατερα,3410,Sust/Ac-Sn-Ms,Pare
40003009008,εχομεν,1989,Verbo/Pre-Act-Ind-1-Pl,tenim/estem tenint
40003009011,λεγω,2663,Verbo/Pre-Act-Ind-1-Sn,dic/estic dient
40003009015,δυναται,1258,Verbo/Pre-MedPasDep-Ind-3-Sn,pot/està sent capaç
40003009020,λιθων,2691,Sust/GA-Pl-Ms,(de) pedres
40003009021,τουτων,3231,Pro-Dem/GA-Pl-Ms,(d’) aquestes
40003009022,εγειραι,1298,Verbo/A-Act-Inf,aixecar
40003010001,ηδη,2023,Adv,ja/ara
40003010005,αξινη,467,Sust/N-Sn-Fn,destral
40003010008,ριζαν,3897,Sust/Ac-Sn-Fn,arrel
40003010009,των,3044,Art-Def/GA-Pl-Nt,(de) els/les
40003010010,δενδρων,1041,Sust/GA-Pl-Nt,(d’) arbres
40003010011,κειται,2439,Verbo/Pre-MedPasDep-Ind-3-Sn,està ajagut/jaient
40003010012,παν,3405,Adj/N-Sn-Nt,tot
40003010014,δενδρον,1041,Sust/N-Sn-Nt,arbre
40003010016,ποιουν,3596,Verbo/Pre-Act-Par-N-Sn-Nt,fent/(realitzant)
40003010018,καλον,2266,Adj/Ac-Sn-Ms,bo/excel·lent/(convenient)
40003010019,εκκοπτεται,1420,Verbo/Pre-Pas-Ind-3-Sn,és/està sent tallat
40003010022,πυρ,3860,Sust/Ac-Sn-Nt,foc
40003010023,βαλλεται,815,Verbo/Pre-Pas-Ind-3-Sn,està sent tirat/llençat
40003011001,εγω,1320,Pro-Per/1-N-Sn,jo
40003011002,μεν,2808,Part-Dis,de fet/(a la veritat)/(certament)
40003011003,βαπτιζω,816,Verbo/Pre-Act-Ind-1-Sn,estic batejant/submergint
40003011004,υμας,4107,Pro-Per/2-Ac-Pl,vostès
40003011006,υδατι,4498,Sust/LID-Sn-Nt,(en/amb/per a/a) aigua
40003011008,μετανοιαν,2845,Sust/Ac-Sn-Fn,penediment
40003011011,οπισω,3150,Adv,darrere de/(posseït)
40003011013,ερχομενος,1874,Verbo/Pre-MedPasDep-Par-N-Sn-Ms,venint
40003011014,ισχυροτερος,2199,Adj/N-Sn-Ms-Comp,més fort/poderós
40003011019,ειμι,1349,Verbo/Pre-Act-Ind-1-Sn,soc/estic sent
40003011020,ικανος,2169,Adj/N-Sn-Ms,apte/suficient/digne
40003011022,υποδηματα,4557,Sust/Ac-Pl-Nt,sandàlies
40003011023,βαστασαι,839,Verbo/A-Act-Inf,haver alçat
40003011026,βαπτισει,816,Verbo/F-Act-Ind-3-Sn,batejarà/submergirà
40003011028,πνευματι,3587,Sust/LID-Sn-Nt,(en/amb/per a/a) esperit
40003011029,αγιω,31,Adj/LID-Sn-Nt,(en/amb/per a/a) sant / (sagrat)
40003012003,πτυον,3843,Sust/N-Sn-Nt,aventador
40003012006,χειρι,4757,Sust/LID-Sn-Fn,(en/amb/per a/a) mà
40003012009,διακαθαριει,1094,Verbo/F-Act-Ind-3-Sn-Actico,netejarà
40003012011,αλωνα,224,Sust/Ac-Sn-Fn,terra de trillar
40003012014,συναξει,4200,Verbo/F-Act-Ind-3-Sn,recollirà/reunirà
40003012016,σιτον,3974,Sust/Ac-Sn-Ms,blat
40003012020,αποθηκην,546,Sust/Ac-Sn-Fn,graner
40003012023,αχυρον,805,Sust/Ac-Sn-Nt,palla
40003012024,κατακαυσει,2312,Verbo/F-Act-Ind-3-Sn,cremarà (totalment/per complet)
40003012025,πυρι,3860,Sust/LID-Sn-Nt,(en/amb/per a/a) foc
40003012026,ασβεστω,686,Adj/LID-Sn-Nt,(en/amb/per a/a) inextingible
40003013010,ιορδανην,N242,Sust/Ac-Sn-Ms,Jordà
40003013013,ιωαννην,N264,Sust/Ac-Sn-Ms,Joan
40003013015,βαπτισθηναι,816,Verbo/A-Pas-Inf,ser batejat/submergit
40003014004,διεκωλυεν,1104,Verbo/I-Act-Ind-3-Sn,impedia
40003014008,χρειαν,4788,Sust/Ac-Sn-Fn,necessitat
40003014009,εχω,1989,Verbo/Pre-Act-Ind-1-Sn,tinc/estic tenint
40003014015,ερχη,1874,Verbo/Pre-MedPasDep-Ind-2-Sn,vens/estàs venint
40003014017,με,1320,Pro-Per/1-Ac-Sn,mi/a mi
40003015001,αποκριθεις,561,Verbo/A-PasDep-Par-N-Sn-Ms,responent/havent respost
40003015008,αφες,780,Verbo/A2-Act-Imp-2-Sn,permet-ho
40003015009,αρτι,666,Adv,ara/ara mateix/ara com ara
40003015012,πρεπον,3667,Verbo/Pre-Act-Par-N-Sn-Nt,sent convenient/apropiat
40003015014,ημιν,1320,Pro-Per/1-LID-Pl,(en/amb/per a/a) nosaltres
40003015015,πληρωσαι,3573,Verbo/A-Act-Inf,complir/completar
40003015016,πασαν,3405,Adj/Ac-Sn-Fn,tota
40003015017,δικαιοσυνην,1193,Sust/Ac-Sn-Fn,justícia/rectitud
40003015019,αφιησιν,780,Verbo/Pre-Act-Ind-3-Sn,està deixant 
40003016002,βαπτισθεις,816,Verbo/A-Pas-Par-N-Sn-Ms,havent estat batejat/submergit
40003016005,ανεβη,270,Verbo/A2-Act-Ind-3-Sn,va anar cap amunt
40003016006,ευθυς,1914,Adv,de seguida/(immediatament)
40003016009,υδατος,4498,Sust/GA-Sn-Nt,(d’) aigua
40003016012,ανεωχθησαν,415,Verbo/A-Pas-Ind-3-Pl,van ser oberts
40003016015,ουρανοι,3227,Sust/N-Pl-Ms,cels
40003016017,ειδεν,3163,Verbo/A2-Act-Ind-3-Sn,va veure
40003016019,πνευμα,3587,Sust/Ac-Sn-Nt,esperit
40003016021,θεου,2086,Sust/GA-Sn-Ms,(de) Déu
40003016022,καταβαινον,2287,Verbo/Pre-Act-Par-Ac-Sn-Nt,descendint
40003016023,ωσει,4866,Adv,com
40003016024,περιστεραν,3500,Sust/Ac-Sn-Fn,colom
40003016026,ερχομενον,1874,Verbo/Pre-MedPasDep-Par-Ac-Sn-Nt,venint
40003016027,επ,1726,Prep,sobre/per/damunt
40003017007,λεγουσα,2663,Verbo/Pre-Act-Par-N-Sn-Fn,dient
40003017008,ουτος,3231,Pro-Dem/N-Sn-Ms,aquest
40003017014,αγαπητος,18,Adj/N-Sn-Ms,amat
40003017016,ω,3193,Pro-Rel/LID-Sn-Ms,(en/amb/per a/a) quin/qui
40003017017,ευδοκησα,1908,Verbo/A-Act-Ind-1-Sn,vaig pensar bé/em complac
40004001004,ανηχθη,287,Verbo/A-Pas-Ind-3-Sn,va ser guiat/conduït
40004001007,ερημον,1862,Adj/Ac-Sn-Fn,desert
40004001011,πειρασθηναι,3429,Verbo/A-Pas-Inf,ésser (temptat)/posat a prova
40004001014,διαβολου,1077,Adj/GA-Sn-Ms,calumniador
40004002002,νηστευσας,2990,Verbo/A-Act-Par-N-Sn-Ms,havent dejunat
40004002003,ημερας,2034,Sust/Ac-Pl-Fn,dies
40004002004,τεσσαρακοντα,4378,Adj/N-Ind,quaranta
40004002006,νυκτας,3028,Sust/Ac-Pl-Fn,nits
40004002008,υστερον,4594,Adv,després/posteriorment
40004002009,επεινασεν,3427,Verbo/A-Act-Ind-3-Sn,va tenir gana
40004003002,προσελθων,3756,Verbo/A2-Act-Par-N-Sn-Ms,va venir/havent vingut cap a/acostat
40004003005,πειραζων,3429,Verbo/Pre-Act-Par-N-Sn-Ms,provar/(temptant)
40004003007,ει,1332,Cond-Conj,si/[condicional] (potser)
40004003012,ειπε,2663,Verbo/A2-Act-Imp-2-Sn,digues
40004003015,λιθοι,2691,Sust/N-Pl-Ms,pedres
40004003016,ουτοι,3231,Pro-Dem/N-Pl-Ms,aquestes
40004003017,αρτοι,669,Sust/N-Pl-Ms,pans
40004003018,γενωνται,961,Verbo/A2-MedDep-Sub-3-Pl,siguin/arribin a ser
40004004008,αρτω,669,Sust/LID-Sn-Ms,(en/amb/per a/a) pa
40004004009,μονω,2930,Adj/LID-Sn-Ms,(en/amb/per a/a) solsament
40004004010,ζησεται,1991,Verbo/F-MedDep-Ind-3-Sn,viurà
40004004011,ανθρωπος,408,Sust/N-Sn-Ms,home
40004004012,αλλ,202,Conj,sinó/més aviat/però/(al contrari)
40004004014,παντι,3405,Adj/LID-Sn-Nt,(en/amb/per a/a) tota
40004004015,ρηματι,3894,Sust/LID-Sn-Nt,(en/amb/per a/a) declaració
40004004016,εκπορευομενω,1448,Verbo/Pre-MedPas-Par-LID-Sn-Nt,(en/amb/per/a) estant sortint
40004004018,στοματος,4088,Sust/GA-Sn-Nt,(de) boca
40004005002,παραλαμβανει,3329,Verbo/Pre-Act-Ind-3-Sn,presa/està prenent amb si
40004005005,διαβολος,1077,Adj/N-Sn-Ms,calumniador
40004005008,αγιαν,31,Adj/Ac-Sn-Fn,santa / (sagrada)
40004005011,ιστησιν,2197,Verbo/Pre-Act-Ind-3-Sn,està posant/col·locant drets
40004005015,πτερυγιον,3838,Sust/Ac-Sn-Nt,ala
40004005017,ιερου,2162,Sust/GA-Sn-Nt,(de) temple
40004006002,λεγει,2663,Verbo/Pre-Act-Ind-3-Sn,diu/està dient
40004006009,βαλε,815,Verbo/A2-Act-Imp-2-Sn,llances/tires
40004006010,σεαυτον,3938,Pro-Ref/2-Ac-Sn-Ms,tu mateix
40004006011,κατω,2427,Adv,cap avall
40004006016,αγγελοις,23,Sust/LID-Pl-Ms,(en/amb/per a/a) àngels/missatgers
40004006018,εντελειται,1603,Verbo/F-MedPasDep-Ind-3-Sn,enviarà
40004006023,χειρων,4757,Sust/GA-Pl-Fn,(de) mans
40004006024,αρουσιν,119,Verbo/F-Act-Ind-3-Pl,aixecaran/alçaran
40004006025,σε,4107,Pro-Per/2-Ac-Sn,el teu/a tu
40004006026,μηποτε,2881,,si potser/no alguna vegada
40004006027,προσκοψης,3773,Verbo/A-Act-Sub-2-Sn,ensopegades/donar ensopec
40004006029,λιθον,2691,Sust/Ac-Sn-Ms,pedra
40004006031,ποδα,3655,Sust/Ac-Sn-Ms,peu
40004007001,εφη,4630,Verbo/I-Act-Ind-3-Sn,deia/estava dient
40004007005,παλιν,3278,Adv,una altra vegada/(a més)
40004007008,εκπειρασεις,1437,Verbo/F-Act-Ind-2-Sn,(temptaràs)/posaràs a prova
40004007009,κυριον,2630,Sust/Ac-Sn-Ms,Senyor
40004007011,θεον,2086,Sust/Ac-Sn-Ms,Déu
40004008007,ορος,3189,Sust/Ac-Sn-Nt,muntanya/(mont)
40004008008,υψηλον,4599,Adj/Ac-Sn-Nt,alta
40004008011,δεικνυσιν,1021,Verbo/Pre-Act-Ind-3-Sn,està mostrant
40004008013,πασας,3405,Adj/Ac-Pl-Fn,totes/(tots)
40004008015,βασιλειας,831,Sust/Ac-Pl-Fn,regnes
40004008017,κοσμου,2566,Sust/GA-Sn-Ms,(de) món
40004008020,δοξαν,1241,Sust/Ac-Sn-Fn,glòria/esplendor
40004008021,αυτων,761,Pro-Per/GA-Pl-Fn,(d’) elles
40004009004,ταυτα,3231,Pro-Dem/Ac-Pl-Nt,aquests
40004009005,παντα,3405,Adj/Ac-Pl-Nt,tots
40004009007,δωσω,1174,Verbo/F-Act-Ind-1-Sn,donaré
40004009008,εαν,1285,Cond-Conj,si/[condicional]/ sempre que 
40004009009,πεσων,3538,Verbo/A2-Act-Par-N-Sn-Ms,havent caigut/postrat
40004009010,προσκυνησης,3775,Verbo/A-Act-Sub-2-Sn,adoració/reverència/(acte d'adoració)
40004010006,υπαγε,4507,Verbo/Pre-Act-Imp-2-Sn,ves/estigues anant
40004010009,σατανα,N478,Sust/V-Sn-Ms,Satanàs/l'adversari
40004010016,προσκυνησεις,3775,Verbo/F-Act-Ind-2-Sn,adoraràs
40004010020,λατρευσεις,2660,Verbo/F-Act-Ind-2-Sn,donaràs culte/homenatge
40004011008,αγγελοι,23,Sust/N-Pl-Ms,àngels/missatgers
40004011009,προσηλθον,3756,Verbo/A2-Act-Ind-3-Pl,van apropar/van venir cap a
40004011011,διηκονουν,1096,Verbo/I-Act-Ind-3-Pl,servien
40004012007,παρεδοθη,3310,Verbo/A-Pas-Ind-3-Sn,va ser lliurat
40004012011,γαλιλαιαν,N119,Sust/Ac-Sn-Fn,Galilea
40004013002,καταλιπων,2335,Verbo/A2-Act-Par-N-Sn-Ms,deixant/havent deixat enrere
40004013008,καπερναουμ,N290,Sust/Pro-Ind,Cafarnaüm/Capernaum
40004013010,παραθαλασσιαν,3314,Adj/Ac-Sn-Fn,al costat de mar
40004013013,ζαβουλων,N193,Sust/Pro-Ind,de Zabuló
40004013015,νεφθαλειμ,N392,Sust/Pro-Ind,Neftalí
40004015005,νεφθαλειμ,N392,Sust/Pro-Ind,de Neftalí
40004015007,θαλασσης,2054,Sust/GA-Sn-Fn,(de) mar
40004015008,περαν,3452,Adv,a l'altra banda
40004015011,γαλιλαια,N119,Sust/V-Sn-Fn,Galilea
40004015013,εθνων,1330,Sust/GA-Pl-Nt,(de) ètnies/nacions
40004016002,λαος,2656,Sust/N-Sn-Ms,poble
40004016004,καθημενος,2224,Verbo/Pre-MedPasDep-Par-N-Sn-Ms,estant assegut
40004016006,σκοτει,4006,Sust/LID-Sn-Nt,(en/amb/per a/a) foscor/tenebres
40004016008,φως,4723,Sust/Ac-Sn-Nt,llum
40004016009,μεγα,2789,Adj/Ac-Sn-Nt,gran
40004016012,καθημενοις,2224,Verbo/Pre-MedPas-Par-LID-Pl-Ms,(en/amb/per/a) estant asseguts
40004016014,χωρα,4815,Sust/LID-Sn-Fn,(en/amb/per a/a) cora/regió
40004016016,σκια,3990,Sust/LID-Sn-Fn,(en/amb/per a/a) ombra
40004016017,θανατου,2060,Sust/GA-Sn-Ms,(de) mort
40004016018,φως,4723,Sust/N-Sn-Nt,llum
40004016019,ανετειλεν,358,Verbo/A-Act-Ind-3-Sn,es va aixecar
40004017003,ηρξατο,682,Verbo/A-MedDep-Ind-3-Sn,va començar
40004017006,κηρυσσειν,2474,Verbo/Pre-Act-Inf,predicar/estar predicant/proclamant 
40004018001,περιπατων,3486,Verbo/Pre-Act-Par-N-Sn-Ms,caminant/estant caminant al voltant
40004018005,θαλασσαν,2054,Sust/Ac-Sn-Fn,mar
40004018009,δυο,1265,Adj/N-Ind,dos
40004018011,σιμωνα,3966,Sust/Ac-Sn-Ms,Simó
40004018013,λεγομενον,2663,Verbo/Pre-Pas-Par-ASM,sent anomenat
40004018014,πετρον,N421,Sust/Ac-Sn-Ms,Pere
40004018016,ανδρεαν,N37,Sust/Ac-Sn-Ms,Andreu
40004018018,αδελφον,68,Sust/Ac-Sn-Ms,germà
40004018020,βαλλοντας,815,Verbo/Pre-Act-Par-Ac-Pl-Ms,fent fora/llençant
40004018021,αμφιβληστρον,259,Sust/Ac-Sn-Nt,xarxa de pescar
40004018025,ησαν,1349,Verbo/I-Act-Ind-3-Pl,eren/estaven sent/(van ser)
40004018027,αλιεις,198,Sust/N-Pl-Ms,pescadors
40004019004,δευτε,1058,Verbo/Pre-Act-Imp-2-Pl,vingueu aquí
40004019008,ποιησω,3596,Verbo/F-Act-Ind-1-Sn,faré
40004019010,αλιεις,198,Sust/Ac-Pl-Ms,pescadors
40004019011,ανθρωπων,408,Sust/GA-Pl-Ms,(d’) homes
40004020003,ευθεως,1914,Adv,de seguida/(immediatament)
40004020004,αφεντες,780,Verbo/A2-Act-Par-N-Pl-Ms,havent deixat 
40004020006,δικτυα,1200,Sust/Ac-Pl-Nt,xarxes
40004020007,ηκολουθησαν,162,Verbo/A-Act-Ind-3-Pl,van seguir
40004021002,προβας,3684,Verbo/A2-Act-Par-N-Sn-Ms,avançant/marxant/havent anat cap endavant
40004021003,εκειθεν,1402,Adv,des d'allà
40004021005,αλλους,211,Adj/Ac-Pl-Ms,altres
40004021008,ιακωβον,N221,Sust/Ac-Sn-Ms,Jacob/Jaume
40004021011,ζεβεδαιου,N197,Sust/GA-Sn-Ms,(de) Zebedeu
40004021018,τω,3044,Art-Def/LID-Sn-Nt,(en/amb/per a/a) el/la/(ho)
40004021019,πλοιω,3579,Sust/LID-Sn-Nt,(en/amb/per a/a) barca
40004021025,καταρτιζοντας,2366,Verbo/Pre-Act-Par-Ac-Pl-Ms,ajustant (alineant) cap avall
40004022006,πλοιον,3579,Sust/Ac-Sn-Nt,barca
40004023002,περιηγεν,3455,Verbo/I-Act-Ind-3-Sn,rondava/recorria/estava anant al voltant
40004023003,ολην,3109,Adj/Ac-Sn-Fn,sencera/tota/completa
40004023008,διδασκων,1171,Verbo/Pre-Act-Par-N-Sn-Ms,ensenyant
40004023011,συναγωγαις,4201,Sust/LID-Pl-Fn,(en/amb/per a/a) sinagogues
40004023016,ευαγγελιον,1900,Sust/Ac-Sn-Nt,Evangeli/bona nova
40004023018,βασιλειας,831,Sust/GA-Sn-Fn,(de) regne
40004023020,θεραπευων,2092,Verbo/Pre-Act-Par-N-Sn-Ms,curant/(sanant)
40004023022,νοσον,3013,Sust/Ac-Sn-Fn,malaltia/dolència
40004023025,μαλακιαν,2750,Sust/Ac-Sn-Fn,debilitat/malaltia/suavitat
40004023028,λαω,2656,Sust/LID-Sn-Ms,(en/amb/per a/a) poble
40004024002,απηλθεν,517,Verbo/A2-Act-Ind-3-Sn,va venir des de
40004024004,ακοη,161,Sust/N-Sn-Fn,oïda
40004024009,συριαν,N509,Sust/Ac-Sn-Fn,Síria
40004024015,κακως,2258,Adv,malament/defectuós/malament/(en patiment)
40004024016,εχοντας,1989,Verbo/Pre-Act-Par-Ac-Pl-Ms,tenint
40004024017,ποικιλαις,3600,Adj/LID-Pl-Fn,(en/amb/per a/a) diverses
40004024018,νοσοις,3013,Sust/LID-Pl-Fn,(en/amb/per a/a) malalties/dolències
40004024020,βασανοις,830,Sust/LID-Pl-Fn,(en/amb/per a/a) turments
40004024021,συνεχομενους,4248,Verbo/Pre-Pas-Par-APM,sent afligits
40004024023,δαιμονιζομενους,1000,Verbo/Pre-MedPasDep-Par-Ac-Pl-Ms,estant endimoniats/posseïts per dimonis
40004024025,σεληνιαζομενους,3946,Verbo/Pre-MedPasDep-Par-Ac-Pl-Ms,llunàtics/estant ferits per lluna/(bojos)
40004024027,παραλυτικους,3335,Adj/Ac-Pl-Ms,paralítics
40004024029,εθεραπευσεν,2092,Verbo/A-Act-Ind-3-Sn,va curar/(sanar)
40004025004,οχλοι,3246,Sust/N-Pl-Ms,multituds/gentada
40004025005,πολλοι,3619,Adj/N-Pl-Ms,moltes
40004025010,δεκαπολεως,N137,Sust/GA-Sn-Fn,(de) Decàpolis
40004025012,ιεροσολυμων,N232,Sust/GA-Pl-Nt,(de) Jerusalem
40004025016,περαν,3452,Adv,d'altra banda/més enllà
40005001004,οχλους,3246,Sust/Ac-Pl-Ms,multituds/munió
40005001005,ανεβη,270,Verbo/A2-Act-Ind-3-Sn,va pujar/posar (el peu) cap amunt
40005001010,καθισαντος,2226,Verbo/A-Act-Par-GA-Sn-Ms,estant assegut
40005001015,μαθηται,2736,Sust/N-Pl-Ms,deixebles/aprenents
40005002002,ανοιξας,415,Verbo/A-Act-Par-N-Sn-Ms,obrint/havent obert
40005002004,στομα,4088,Sust/Ac-Sn-Nt,boca/rostre/cara
40005002006,εδιδασκεν,1171,Verbo/I-Act-Ind-3-Sn,ensenyava
40005003001,μακαριοι,2740,Adj/N-Pl-Ms,benaventurats
40005003003,πτωχοι,3852,Adj/N-Pl-Ms,pobres
40005004003,πενθουντες,3440,Verbo/Pre-Act-Par-N-Pl-Ms,lamentant
40005004005,αυτοι,761,Pro-Per/N-PM,ells
40005004006,παρακληθησονται,3320,Verbo/F-Pas-Ind-3-Pl,seran consolats
40005005003,πραεις,3664,Adj/N-Pl-Ms,afable
40005005006,κληρονομησουσιν,2498,Verbo/F-Act-Ind-3-Pl,heretaran/rebran en herència/posseiran
40005006003,πεινωντες,3427,Verbo/Pre-Act-Par-N-Pl-Ms,tenint gana
40005006005,διψωντες,1221,Verbo/Pre-Act-Par-N-Pl-Ms,tenint set
40005006010,χορτασθησονται,4783,Verbo/F-Pas-Ind-3-Pl,seran saciats
40005007003,ελεημονες,1494,Adj/N-Pl-Ms,misericordiosos
40005007006,ελεηθησονται,1492,Verbo/F-Pas-Ind-3-Pl,se'ls mostrarà misericòrdia
40005008003,καθαροι,2216,Adj/N-Pl-Ms,nets
40005008005,καρδια,2279,Sust/LID-Sn-Fn,(en/amb/per a/a) cor
40005008010,οψονται,3163,Verbo/F-MedDep-Ind-3-Pl,veuran
40005009003,ειρηνοποιοι,1356,Adj/N-Pl-Ms,pacificadors
40005009006,υιοι,4501,Sust/N-Pl-Ms,fills
40005009008,κληθησονται,2262,Verbo/F-Pas-Ind-3-Pl,seran anomenats/avisats/apel·lats
40005010003,δεδιωγμενοι,1226,Verbo/Per-Pas-Par-N-Pl-Ms,han estat perseguits
40005010004,ενεκεν,1573,Prep,per causa
40005010005,δικαιοσυνης,1193,Sust/GA-Sn-Fn,(de) justícia/rectitud
40005011002,εστε,1349,Verbo/Pre-Act-Ind-2-Pl,sou/esteu sent
40005011003,οταν,3205,Conj,quan
40005011004,ονειδισωσιν,3137,Verbo/A-Act-Sub-3-Pl,insultin/injuriïn/facin oprobi
40005011007,διωξωσιν,1226,Verbo/A-Act-Sub-3-Pl,persegueixin
40005011009,ειπωσιν,2663,Verbo/A2-Act-Sub-3-Pl,diguin
40005011010,παν,3405,Adj/Ac-Sn-Nt,tota
40005011011,πονηρον,3626,Adj/Ac-Sn-Nt,perversa/dolenta/(viciosa)
40005011012,ρημα,3894,Sust/Ac-Sn-Nt,declaració
40005011013,καθ,2286,Prep,contra/segons/(cap avall)
40005011014,υμων,4107,Pro-Per/2-GA-Pl,de vostès
40005011015,ψευδομενοι,4828,Verbo/Pre-MedPas-Par-N-Pl-Ms,mentint
40005011017,εμου,1320,Pro-Per/1-GA-Sn,(de) meu/meva
40005012001,χαιρετε,4729,Verbo/Pre-Act-Imp-2-Pl,Gaudiu-vos/estigueu gaudint/alegrant
40005012003,αγαλλιασθε,12,Verbo/Pre-MedPasDep-Imp-2-Pl,alegreu-vos
